Прайс-лист,,,,,
,,,,,
,,,,,
Лампи для проекторів,,,,,
№,Артикул,Наименование,URL,Наличие,Цена (грн.)
218,B00714,Кабель DisplayPort M to DVI M 24+1 1.8 метра,https://buygadget.com.ua/kabel-displayport-m-to-dvi-f-241/,Есть," 252,00"
219,B00915,Адаптер PCI-E 3.0 16х to M.2 SSD,https://buygadget.com.ua/adapter-pci-e-30-16kh-to-m2-ssdr/,Есть," 686,00"
220,B00689,Видео Splitter DVI на 2 монитора VGA,https://buygadget.com.ua/video-splitter-dvi-na-2-monitora-vga/,Есть," 295,00"
221,B00087,"Кабель Ewell USB 3.0 AM - AM, 28 AWG 0,6 метра, білий, EW414",https://buygadget.com.ua/kabel-usb30-amam-ploskiy/,Есть," 132,00"
222,B00377,"Адаптер PCI-E to LAN, Intel Pro/1000, EXPI9301CT, YottaMark",https://buygadget.com.ua/adapter-pci-e-to-lan-intel-pro1000-expi-9301ct-rtl/,Есть,"1 750,00"
223,B00775,"Райзер Ewell Riser Card PCI-E 1X to 16X v.007, USB3.0 кабель (EW029)",https://buygadget.com.ua/riser-card-pci-e-1x-to-16x-usb30-kabel-7/,Есть," 295,00"
224,B00298,Адаптер VGA M/M,https://buygadget.com.ua/adapter-vga-m-to-vga-m/,Есть," 60,00"
225,B00588,Адаптер Mini DisplayPort M to DisplayPort F,https://buygadget.com.ua/adapter-mini-displayport-m-to-displayport-f/,Есть," 179,00"
226,B00852,"Контролер Ewell PCI-E to 2x SATA III int., ASM1061 (EW220)",https://buygadget.com.ua/adapter-pci-e-to-2x-sata-iii-int-asm1061-slim/,Есть," 650,00"
227,B00486,USB OTG Adapter для Samsung Galaxy TAB черного цвета,https://buygadget.com.ua/usb20-otg-adapter-dlya-samsung-galaxy-tab/,Есть," 67,00"
228,B00719,Кабель питания для процессора. Molex на 4 pin,https://buygadget.com.ua/perekhodnik-pitaniya-dlya-protsessora-molex-na-4-pin/,Есть," 63,00"
229,B00425,"Адаптер HDMI M to HDMI F, 180 градусов",https://buygadget.com.ua/adapter-hdmi-m-to-hdmi-f-180-gradusov/,Есть," 184,00"
230,B00506,Райзер Ewell Riser Card PCI E 16X ver. 3.0 PRO 20 см. кут 90 градусів (EW350),https://buygadget.com.ua/riser-card-pci-e-16x-ver-30-pro/,Есть,"1 500,00"
231,B00649,"Кабель HDMI плоский, v2.0, 4K",https://buygadget.com.ua/kabel-hdmi-ploskiy-v20-4k/,Есть," 312,00"
232,B00244,Кабель для підключення кулера 4pin to 4pin/3pin,https://buygadget.com.ua/kabel-dlya-pdklyuchennya-kulera-4pin-to-4pin3pin/,Есть," 68,00"
233,B00660,"AUX удлинитель 4pin Audio 3.5 мм M/F, белый",https://buygadget.com.ua/aux-udlinitel-4pin-audio-35-mm-mf-belyy/,Есть," 90,00"
234,B00596,Bluetooth Music Receiver,https://buygadget.com.ua/bluetooth-music-receiver/,Есть," 222,00"
235,B01019,Перехідник Ewell DC 5.5 х 2.1 to 5.5 х 2.5 (EW448),https://buygadget.com.ua/perekhdnik-dc-55-kh-21-to-55-kh-25/,Есть," 69,00"
236,B01003,"Кабель живлення для відеокарт Ewell CPU 8pin to PCI-E 8pin (6+2) універсальний, 20 см (EW343)",https://buygadget.com.ua/kabel-zhivlennya-cpu-8pin-to-pci-e-8pin-62/,Есть," 150,00"
237,B00722,Кабель питания для видеокарты 8 pin на ATX 6 pin,https://buygadget.com.ua/kabel-pitaniya-dlya-videokarty-8-pin-na-atx-6-pin/,Есть," 69,00"
238,B00013,"Контролер Ewell PCI-E to COM / LPT, WCH CH382L ",https://buygadget.com.ua/adapter-pci-express-to-1xlpt-2xcom-rs232-wch-ch382l/,Есть," 828,00"
239,B00313,"Адаптер VGA to DVI 24+1, F/M ",https://buygadget.com.ua/adapter-vga-f-to-dvi-m-241/,Есть," 72,00"
240,B00478,"USB2.0 кабель Kming для iPhone 5/6/iPad 4, 0.4mm/2.1A, RTL в серебристой оплетке",https://buygadget.com.ua/usb20-kabel-dlya-iphone-56ipad-4-04mm21a-rtl/,Есть," 144,00"
241,B00945,Bluetooth-адаптер 5.0 Ewell (EW303),https://buygadget.com.ua/adapter-bluetooth-50-chernyy-rtl/,Есть," 280,00"
242,B00427,"Контролер PCI to 4xCOM (RS232), OXuPCI954, RTL",https://buygadget.com.ua/adapter-pci-to-4xcom-rs232-st-lab-cp-110-rtl/,Есть,"1 440,00"
243,B00970,Кабель AUX Lightning to 3pin Audio 3.5 мм червиний,https://buygadget.com.ua/kabel-aux-lightning-to-3pin-audio-35-mm/,Есть," 212,00"
244,B00068	,"Кабель SATA3.0, 7pin F/F, з застібками синій 25 см.",https://buygadget.com.ua/kabel-sata30-7pin-ff/,Есть," 60,00"
245,B00898,"Подовжувач HDMI 4K/30Hz сигналу через UTP (вита пара) Ewell, до 120 м. (EW411)",https://buygadget.com.ua/podovzhuvach-hdmi-signalu-po-utp-do-120m-4k-30hz/,Есть,"3 100,00"
246,B00773,PCI-E 1x to 4 Port 1x Hub Riser Card ,https://buygadget.com.ua/pci-e-1x-to-4-port-1x-hub-riser-card/,Есть,"2 366,00"
247,B00664,"AUX Кабель Audio 4pin to 3pin, 3.5 мм M/M, с микрофоном белый",https://buygadget.com.ua/aux-kabel-audio-4pin-to-3pin-35-mm-mm-s-mikrofonom/,Есть," 148,00"
248,B00101,"Райзер Ewell Riser Card PCI-E 1X ver. 3.0 прямий, EW481",https://buygadget.com.ua/rayzer-ewell-riser-card-pci-e-1x-ver-30/,Есть," 430,00"
249,B00354,"Адаптер VGA F to RJ45 F (CAT5, CAT6)",https://buygadget.com.ua/adapter-vga-f-to-rj45-f-cat5-cat6/,Есть," 103,00"
250,B00513,"Кабель USB3.0 AM to BM, 1.8 метра",https://buygadget.com.ua/kabel-usb30-am-to-bm-18-metra/,Есть," 190,00"
251,B00619,"Кабель Ewell SFF-8087 (MiniSAS), довжина 0.70 м (EW421)",https://buygadget.com.ua/kabel-lsi00314-sff8087/,Есть," 532,00"
252,B00627,"Кабель USB3.0 to USB3.1 Type-C, M/M білий",https://buygadget.com.ua/kabel-usb30-to-usb31-type-c-amcm-oyem/,Есть," 150,00"
253,B00408,"Адаптер PCI-E to IEEE1394 (2x6pin ext., 1x4pin ext.) VIA, RTL",https://buygadget.com.ua/adapter-pci-e-to-ieee1394-2x6pin-ext-1x4pin-ext-1x6pin-int-via-rtl/,Есть," 760,00"
254,B00422,Адаптер DMS 59 to VGA/DVI  DVI 24+5,https://buygadget.com.ua/adapter-dms-59-to-vgadvi-245/,Есть," 290,00"
255,B00847,"Удлинитель питания ATX 6pin M/F, экранированный",https://buygadget.com.ua/kabel-pitaniya-dlya-videokart-pci-e-6pin-to-6pin-ekranirovannyy/,Есть," 146,00"
256,B00006,"Контролер PCI to 6xCOM (RS232), Moschip 9865, RTL",https://buygadget.com.ua/adapter-pci-to-6xcom-rs232-moschip-9865/,Есть,"1 508,00"
257,B00414,Адаптер RCA (F) to 2xRCA (M),https://buygadget.com.ua/adapter-rca-f-to-2xrca-m/,Есть," 35,00"
258,B00905,"Контролер Ewell PCI-E to SATA III int., Marvell 88SE9215 (EW454)",https://buygadget.com.ua/kontroler-pci-e-to-4x-sata-iii-marvell-88se9215/,Есть,"3 200,00"
259,B00315,Кабель USB2.0 to DC5.5*2.1/2*5,https://buygadget.com.ua/kabel-usb20-to-dc55-08m/,Есть," 85,00"
260,B00952,Райзер Ewell Riser Card PCI E 16X ver. 2.0 з клямкою 20 см. (EW349),https://buygadget.com.ua/riser-card-pci-e-16x-ver20-zashchelka/,Есть," 250,00"
261,B00396,"Кабель RCA M/M, Bandridge BAL4801, 1м ",https://buygadget.com.ua/kabel-rca-mm-bandridge-bal4801-1m/,Есть," 125,00"
262,B00065 ,"Мережевий адаптер Ewell PCI-E to LAN, 1000Mbps, Intel 8257L (EW422)",https://buygadget.com.ua/adapter-ewell-pci-e-to-lan-1000mbps-intel-8257l/,Есть,"1 200,00"
263,B00780,Косичка SPDIF/RCA,https://buygadget.com.ua/kosichka-spdifrca/,Есть," 608,00"
264,B00879,"Адаптер Bluetooth 4.0, чіп Broadcom",https://buygadget.com.ua/adapter-bluetooth-40-chp-broadcom/,Есть," 428,00"
265,B00551,"Кабель-браслет micro USB 2.0, 20 см, RTL            черный",https://buygadget.com.ua/kabel-braslet-micro-usb-20-20-sm/,Есть," 120,00"
266,B00455,Адаптер RCA (M) to 2xRCA (M),https://buygadget.com.ua/adapter-rca-m-to-2xrca-m/,Есть," 35,00"
267,B01020,Перехідник Ewell DC 5.5 х 2.1 to 6.3 х 3.0 (EW449),https://buygadget.com.ua/perekhdnik-dc-55-kh-21-to-63-kh-30/,Есть," 69,00"
268,B00358,"Контролер Ewell PCI-E to 2x SATA III int., ASM1061 (EW038)",https://buygadget.com.ua/adapter-pci-e-to-2x-sata-iii-int-asm1061-rtl/,Есть," 620,00"
269,B00407,"Кабель Audio 3.5 мм M/M, раздвижной черный",https://buygadget.com.ua/kabel-audio-35-mm-m-to-35-mm-m-razdvizhnoy/,Есть," 57,00"
270,B01004,Райзер Ewell Riser Card PCI E 16X ver. 3.0 із засувкою 15 см. кут 90 градусів (EW354),https://buygadget.com.ua/riser-card-pci-e-16x-ver-30/,Есть," 600,00"
271,B00261,"Адаптер Bluetooth 4.0, чип CSR8510, RTL белый",https://buygadget.com.ua/adapter-bluetooth-40-chip-csr8510-chernyy-rtl/,Есть," 308,00"
272,B00033,Адаптер LPT (DB25) M/M,https://buygadget.com.ua/adapter-lpt-db25-mm/,Есть," 95,00"
273,B00832,"Magnetic кабель USB2.0 AM (2,1A) без коннектора в черной оплетке, длина 1 м.",https://buygadget.com.ua/magnetic-kabel-usb20-am-21a-bez-konnektora/,Есть," 112,00"
274,B00470,Кабель для підключення кулера 4pin чорний,https://buygadget.com.ua/kabel-dlya-pdklyuchennya-kulera-4pin/,Есть," 74,00"
275,B00778,Адаптер NGFF M.2 to USB3.0,https://buygadget.com.ua/adapter-ngff-m2-to-usb30/,Есть," 140,00"
276,Monster-03,"Кабель Audio 3.5 мм M/M, Monster, L-коннектор, OEM",https://buygadget.com.ua/kabel-audio-35-mm-mm-monster-l-konnektor-oem/,Есть," 462,00"
277,B00404,Адаптер SCART F to 3xRCA F,https://buygadget.com.ua/adapter-scart-f-to-3xrca-f/,Есть," 92,00"
278,B00107,"Кабель живлення для відеокарт Ewell 8 pin to Molex, 15 см (EW399)",https://buygadget.com.ua/kabel-pitaniya-dlya-videokart-8pin-m-to-2xmolex-f/,Есть," 110,00"
279,B00698,"Кабель Audio 3.5 мм M/M, Premium, 90 градусов, красный",https://buygadget.com.ua/kabel-audio-35-mm-mm-premium-90-gradusov-krasnyy/,Есть," 127,00"
280,B00293,Адаптер VGA to DVI F/M 24+5,https://buygadget.com.ua/adapter-vga-f-to-dvi-m-245/,Есть," 50,00"
281,B00025,Ковпачок ізолюючий під обжимку Ewell RJ-45 25 штук (білий),https://buygadget.com.ua/kolpachok-izoliruyushchiy-pod-obzhim-dlya-konnektora-rj-45/,Есть," 70,00"
282,B00419,Адаптер DVI F/F (24+5),https://buygadget.com.ua/adapter-dvi-ff-241/,Есть," 118,00"
283,B00618,"USB2.0 кабель для iPhone 5/6/iPad 4, оплетка 1 метр, черный",https://buygadget.com.ua/usb20-kabel-dlya-iphone-56ipad-4-rtl/,Есть," 104,00"
284,B00267,"Райзер Ewell Riser Card PCI-E 16X, Molex, із засувкою 19 см. (EW017)",https://buygadget.com.ua/riser-card-pci-e-16x-molex-19sm-bez-zashchelki/,Есть," 250,00"
285,B00021,Адаптер Mini DisplayPort M to VGA F,https://buygadget.com.ua/adapter-mini-displayport-m-to-vga-f-02m/,Есть," 225,00"
286,B00721,Удлинитель питания ATX 4 pin M/F 15 см,https://buygadget.com.ua/udlinitel-pitaniya-atx-4-pin-mf/,Есть," 68,00"
287,B00257,"Видео Splitter VGA на 2 монитора, Full HD",https://buygadget.com.ua/video-splitter-vga-na-2-monitora-full-hd/,Есть," 257,00"
288,B00273,"Коннектор RJ-45, 8p8c UTP, cat 5e (100 шт/уп)",https://buygadget.com.ua/konnektor-rj-45-100-shtup/,Есть," 172,00"
289,B00821,Контролер Ewell PCI-E to PCI (EW165),https://buygadget.com.ua/adapter-pci-e-to-pci/,Есть," 660,00"
290,B00246,"Кардрідер Ewell 3.5"" All in One (EW240)",https://buygadget.com.ua/kardrider-25-all-in-one/,Есть," 290,00"
291,B00933,"Кабель живлення для відеокарт ATX 6pin to 8pin (6+2), M/M 50 см",https://buygadget.com.ua/kabel-zhivlennya-dlya-vdeokart-atx-6pin-to-8pin-62-mm-unversalniy-50-sms/,Есть," 180,00"
292,B00034,З'єднувач RJ45 8P8C F/F,https://buygadget.com.ua/soedinitel-rj45-8p8c-ff/,Есть," 18,00"
293,B00003,"Контролер Ewell PCI to 2xCOM (RS232),MosChip S9865  WCH CH351Q",https://buygadget.com.ua/adapter-pci-to-2xcom-wch-ch352l/,Есть," 342,00"
294,B00985,"Адаптер Ewell PCI-E 3.0 4x to M. 2 SSD (2шт), (EW346)",https://buygadget.com.ua/adapter-pci-e-30-4x-to-2xm2-ssd2/,Есть," 420,00"
295,B00707,"Кабель живлення для відеокарт Ewell SATA to 8pin (6+2), універсальний, 20 см (EW365)",https://buygadget.com.ua/kabel-pitaniya-dlya-videokart-6pin8pin-m-to-sata-m-universalnyy/,Есть," 99,00"
296,B00611,Удлинитель 2xRCA (M) to 2xRCA (F) RTL 5 метров,https://buygadget.com.ua/udlinitel-2xrca-m-to-2xrca-f-75m-rtl/,Есть," 145,00"
297,B00761,RGB CGA EGA YUV to VGA HD Video Converter,https://buygadget.com.ua/rgb-cga-ega-yuv-to-vga-hd-video-converter/,Есть,"1 326,00"
298,B00382,Адаптер Ewell SATA 7+6 to SATA 7+15 (HDD) (EW211),https://buygadget.com.ua/adapter-sata-f-715-to-sata-m-76/,Есть," 280,00"
299,B00481,"Кабель питания Molex M to mini Molex F, 0.2м",https://buygadget.com.ua/kabel-pitaniya-molex-m-to-mini-molex-f-02m/,Есть," 30,00"
300,B00661,"Кабель Audio 3.5 мм M/M, Premium, червоний",https://buygadget.com.ua/kabel-audio-35-mm-mm-premium/,Есть," 108,00"
301,B01018,Перехідник Ewell DC 5.5 х 2.1 to 4.8 х 1.7 (EW447),https://buygadget.com.ua/perekhdnik-dc-55-kh-21-to-48-kh-17/,Есть," 69,00"
302,B00242,"Адаптер Ewell PCI-E 3.0 16х to M. 2 SSD, RAID (EW363)",https://buygadget.com.ua/adapter-pci-e-30-16x-to-m2-ssd-raid/,Есть,"2 100,00"
303,B00764,Кабель синхронізації блоків живлення Ewell ATX 24pin (20pin + 4pin) (EW059),https://buygadget.com.ua/sinkhronizator-blokov-pitaniya-atx-24pin-20--4/,Есть," 208,00"
304,B00501,AUX Кабель 4pin Audio 3.5 мм M/M чорний,https://buygadget.com.ua/aux-kabel-4pin-audio-35-mm-mm-belyy/,Есть," 90,00"
305,B00843,"Bluetooth-адаптер 5.0 (MacOS, Linux) Ewell, mini (EW180)",https://buygadget.com.ua/adapter-bluetooth-40-mini-rtl/,Есть," 340,00"
306,B00337,"Кабель IEEE 1394 4P/6P, 0.7м 0,7 метри",https://buygadget.com.ua/kabel-ieee-1394-6p4p-07m/,Есть," 100,00"
307,B00142,Riser Card PCI-E 4X to 16X без доп. питания  ,https://buygadget.com.ua/riser-card-pci-e-4x-to-16x/,Есть," 382,00"
308,B00022,Адаптер COM (RS232) to (RS485) HEXIN HXSP-485D,https://buygadget.com.ua/adapter-com-rs232-to-rs485-hexin-hxsp-485/,Есть," 308,00"
309,B00510,Адаптер micro USB2.0 M to USB2.0 AF (OTG Adapter) RTL белый,https://buygadget.com.ua/adapter-micro-usb20-m-to-usb20-af-otg-adapter-rtl/,Есть," 116,00"
310,B00415,"Кабель 2xRCA to 2xRCA M/M, RTL 0.5 метра",https://buygadget.com.ua/kabel-2xrca-m-to-2xrca-m/,Есть," 120,00"
311,B00266,"Riser Card PCI-E 1X to 16X, Molex 25 см.",https://buygadget.com.ua/riser-card-pci-e-1x-to-16x-molex-25sm-zashchelka/,Есть," 313,00"
312,Monster-01,"Удлинитель Audio 3.5 мм M/F, Monster, OEM",https://buygadget.com.ua/udlinitel-audio-35-mm-mf-monster-oem/,Есть," 426,00"
313,B00818,"Magnetic коннектор (2,4A)  iPhone 7 Plus, 6s, 6, 5, 7, 8, Х",https://buygadget.com.ua/magnetic-konnektor-24a/?sku=1262,Есть," 145,00"
314,B00746,"Адаптер USB3.0 to SATA III 2.5""/3.5"" 7+15pin, c блоком питания",https://buygadget.com.ua/adapter-usb30-to-sata-iii-2535-715pin-c-blokom-pitaniya/?sku=1236,Есть," 730,00"
315,B00677,USB2.0 OTG Adapter Lightning білий,https://buygadget.com.ua/usb20-otg-adapter-dlya-iphone-55s5c6ipad-rtl/?sku=1084,Есть," 126,00"
316,B01009,"AUX Адаптер 4pin Audio 3.5 to USB M/M чорний, 100 см",https://buygadget.com.ua/adapter-audio-35-mm-m-to-usb-am-belyy-015m/?sku=1558,Есть," 132,00"
317,B00758,"Магнітний кабель синхронізації Ewell Lightning - USB 3A, 1 м чорне обплетення",https://buygadget.com.ua/magnetic-kabel-iphone-567ipad-4/?sku=1169,Есть," 320,00"
318,B00263,"Кабель живлення для відеокарт ATX 6pin to 8pin (6+2), M/M 70 см",https://buygadget.com.ua/kabel-zhivlennya-dlya-vdeokart-atx-6pin-to-8pin-62-mm-unversalniy-50-sms/?sku=1679,Есть," 210,00"
319,B00508,"Контролер Ewell PCI to 2xCOM (RS232),MosChip S9865  MosChip S9865",https://buygadget.com.ua/adapter-pci-to-2xcom-wch-ch352l/?sku=890,Есть," 680,00"
320,B00999,Перехідник Ewell OTG Lightning — USB 3.0 срібний (EW457),https://buygadget.com.ua/usb30-otg-adapter-lightning/?sku=1677,Есть," 250,00"
321,B00766,Кабель DisplayPort M to DVI M 24+1 3.0 метра,https://buygadget.com.ua/kabel-displayport-m-to-dvi-f-241/?sku=1162,Есть," 468,00"
322,B00597,"Кабель DisplayPort to HDMI 3 метра, чорний",https://buygadget.com.ua/kabel-displayport-to-hdmi-18m/?sku=989,Есть," 390,00"
323,B00730,"USB2.0 кабель Lightning, 2.4А белый",https://buygadget.com.ua/usb20-kabel-dlya-iphone-567ipad-4-24a/?sku=1154,Есть," 118,00"
324,B00410,Адаптер micro USB2.0 M to USB2.0 AF (OTG Adapter) 0.8м,https://buygadget.com.ua/adapter-micro-usb20-m-to-usb20-af-otg-01m/?sku=790,Есть," 51,00"
325,B00755,Magnetic кабель USB2.0 AM to micro USB в серебристой оплетке,https://buygadget.com.ua/magnetic-kabel-usb20-am-to-micro-usb/?sku=1166,Есть," 280,00"
326,B00946,"USB-hub Ewell USB 3.1 Type-C to HDMI / USB3.0 / Type-C /Ethernet чорний, EW300",https://buygadget.com.ua/adapter-usb31-type-c-to-ethernet--hdmi--usb30--type-c/?sku=1478,Есть,"1 010,00"
327,B00747,"Адаптер USB3.1 to SATA III 2.5""/3.5"" 7+15pin, c блоком питания",https://buygadget.com.ua/adapter-usb31-to-sata-iii-2535-715pin-c-blokom-pitaniya/?sku=1237,Есть," 833,00"
328,B00343,Удлинитель Audio 3.5 мм M/F 3 метри,https://buygadget.com.ua/udlinitel-audio-35-mm-m-to-35-mm-f-18m/,Есть," 53,00"
329,B00363,"Кабель USB3.0 AM to microBM, RTL 1.0 метр",https://buygadget.com.ua/usb30-kabel-dlya-samsung-galaxy-note-3-rtl/?sku=724,Есть," 216,00"
330,B00626,Адаптер Type-C to micro USB (OTG Adapter) білий,https://buygadget.com.ua/adapter-usb-31-type-c-to-micro-usb-otg-adapter/?sku=1022,Есть," 68,00"
331,B00868,"Кабель USB2.0 AM to micro USB2.0 M, оплетка, RTL 1.3 метра, серебристый, блистер",https://buygadget.com.ua/kabel-usb20-am-to-micro-usb20-m-opletka-2m/?sku=1380,Есть," 64,00"
332,B00546,Кабель Audio 3.5 мм M/M 1.5 метра,https://buygadget.com.ua/kabel-audio-35-mm-m-to-35-mm-f/?sku=933,Есть," 38,00"
333,B00941,"Відео спліттер Ewell Splitter HDMI на 2 монітори, 4K2K, 3D білий, EW358",https://buygadget.com.ua/vdeo-splitter-hdmi-na-2-montori-v20-3d-4k2k/?sku=1566,Есть," 295,00"
334,B00307,Кабель HDMI to micro HDMI M/M 3 метра ,https://buygadget.com.ua/kabel-hdmi-m-to-micro-hdmi-m-20m-rtl/,Есть," 220,00"
335,B00206,"Magnetic кабель USB2.0 AM to micro USB, RTL в красной оплетке",https://buygadget.com.ua/magnetic-kabel-usb20-am-to-micro-usb-rtlv2/?sku=1364,Есть," 266,00"
336,B00936,"Адаптер Ewell USB 3.1 Type-C - HDMI, 4K, 30Hz, 0.2 м чорний ",https://buygadget.com.ua/adapter-usb31-type-c-to-hdmi-4k-60hz/?sku=1460,Есть," 395,00"
337,B00833,"Magnetic кабель USB2.0 AM (2,1A) без коннектора в серебристой оплетке, длина 1 м.",https://buygadget.com.ua/magnetic-kabel-usb20-am-21a-bez-konnektora/?sku=1360,Есть," 112,00"
338,B00910,Адаптер HDMI to VGA M/F білий,https://buygadget.com.ua/adapter-hdmi-m-to-vga-f-oem/?sku=1539,Есть," 306,00"
339,B00377,"Адаптер PCI-E to LAN, Intel Pro/1000, EXPI9301CT, YottaMark YottaMark ",https://buygadget.com.ua/adapter-pci-e-to-lan-intel-pro1000-expi-9301ct-rtl/?sku=1477,Есть,"2 625,00"
340,B00997,"Кабель HDMI v2.0, 3D, 4K 3.0 метри, 4K 60Hz",https://buygadget.com.ua/kabel-hdmi-v20-3d-4k/?sku=1528,Есть," 340,00"
341,B00808,"Адаптер USB3.1 Type-C to USB 2.0 (OTG Adapter) 0.2 метра, OEM черный",https://buygadget.com.ua/adapter-usb31-type-c-to-usb-20-otg-adapter-02-metra-oem/?sku=1241,Есть," 84,00"
342,B00745,"Кабель USB3.0 to Type-C, Gen2, 60W 3A, 10 Gbps 2.0 метри",https://buygadget.com.ua/kabel-usb30-to-type-c-gen2-60w-3a-10-gbps/?sku=1586,Есть," 255,00"
343,B00726,"OTG адаптер Type-C to USB 3.0, 0.15 м срібні, EW438",https://buygadget.com.ua/adapter-type-c-to-usb-30-otg-adapter-02-metri/?sku=1659,Есть," 165,00"
344,B00160,"Кабель IEEE 1394 4P/6P, 0.7м 1,2 метри",https://buygadget.com.ua/kabel-ieee-1394-6p4p-07m/?sku=1685,Есть," 132,00"
345,B00519,"Кабель USB2.0 AM to BM, для принтера 1.5 метра, черный",https://buygadget.com.ua/kabel-usb20-am-to-bm-08m/,Есть," 46,00"
346,B00716,"Ковпачок ізолюючий до конектора RJ-45 1 штука, сірий",https://buygadget.com.ua/kolpachok-izoliruyushchiy-dlya-konnektora-rj-45/?sku=1148,Есть," 2,00"
347,B00380,"Адаптер USB3.0 to VGA, чіп FL2000 білий",https://buygadget.com.ua/adapter-usb30-to-vgaad/?sku=746,Есть," 470,00"
348,B00872,Riser Card PCI-E 4X to 16X с доп. питанием Molex ,https://buygadget.com.ua/riser-card-pci-e-4x-to-16x/?sku=1390,Есть," 463,00"
349,B00973,"AUX Адаптер 4pin Audio 3.5 мм M to USB AF, 0.15м чорний",https://buygadget.com.ua/adapter-audio-35-mm-m-to-usb-af-belyy-015m/?sku=1512,Есть," 81,00"
350,B00667,Адаптер micro USB2.0 M to USB2.0 AF (OTG Adapter) RTL черный,https://buygadget.com.ua/adapter-micro-usb20-m-to-usb20-af-otg-adapter-rtl/?sku=1072,Есть," 116,00"
351,B00447,"Кабель 2xRCA to 2xRCA M/M, RTL 5 метров",https://buygadget.com.ua/kabel-2xrca-m-to-2xrca-m/?sku=843,Есть," 240,00"
352,B00866,"Magnetic кабель USB2.0 AM (2,4A) без коннектора в красной оплетке ",https://buygadget.com.ua/magnetic-kabel-usb20-am-24a-bez-konnektora/?sku=1367,Есть," 164,00"
353,B00805,"Riser Card PCI-E 1X to 16X, Molex 35 см,",https://buygadget.com.ua/riser-card-pci-e-1x-to-16x-molex-25sm-zashchelka/?sku=1226,Есть," 387,00"
354,B00728,"Кабель USB2.0 to micro USB2.0, 2.4А 0.2 метри, білий",https://buygadget.com.ua/kabel-usb20-am-to-micro-usb20-m-24a/?sku=1152,Есть," 75,00"
355,B00304,"USB2.0 кабель для Samsung Galaxy Tab, RTL белый",https://buygadget.com.ua/usb20-kabel-dlya-samsung-galaxy-tab/?sku=631,Есть," 108,00"
356,B00892,"Магнітний кабель Ewell Lightning - USB 2.1 А 1 метр, в черной оплетке ",https://buygadget.com.ua/magnetic-kabel-lightning-rtl/?sku=1427,Есть," 165,00"
357,B00020,Кабель HDMI M to VGA M 3 метра,https://buygadget.com.ua/kabel-hdmi-male-to-hdmi-female-dlina-12-m/?sku=479,Есть," 195,00"
358,B00887,"Магнітний кабель Ewell USB Type-C to USB 2.1 A 1 метр, в черной оплетке ",https://buygadget.com.ua/magnetic-kabel-usb20-am-to-type-c-rtl/?sku=1423,Есть," 140,00"
359,B00475,"USB2.0 кабель для iPhone 5/6/iPad 4, оплетка 1 метр, белый",https://buygadget.com.ua/usb20-kabel-dlya-iphone-56ipad-4-rtl/?sku=858,Есть," 104,00"
360,B00446,"Адаптер Bluetooth 4.0, чіп CSR8510, aptX білий",https://buygadget.com.ua/adapter-bluetooth-40-chp-csr8510-aptx/?sku=1464,Есть," 335,00"
361,B00060,Видео Splitter DVI на 2 монитора DVI/VGA 24+5,https://buygadget.com.ua/video-splitter-dvi-na-2-monitora-dvivga/?sku=1514,Есть," 353,00"
362,B00969,"Кабель Ewell USB Type-C, Gen2, 100W 5A, 20 Gbps, чорний 2.0 метри (EW440)",https://buygadget.com.ua/kabel-type-c-gen2-4k-100w-5a-20-gbps/?sku=1662,Есть," 570,00"
363,B00760,Магнітний кабель синхронізації Ewell USB Type-C to USB 3A 1 м в черной оплетке,https://buygadget.com.ua/magnetic-kabel-usb20-am-to-type-c/?sku=1171,Есть," 300,00"
364,B00663,"Кабель Audio 3.5 мм to 2xRCA M/M, Premium 3 метри",https://buygadget.com.ua/kabel-audio-35-mm-m-to-2xrca-m-premium/?sku=1064,Есть," 180,00"
365,B00474,Адаптер mini USB2.0 to USB2.0 M/F (OTG Adapter) 0.8м,https://buygadget.com.ua/adapter-mini-usb20-m-to-usb20-af-otg-adapter-08m/?sku=854,Есть," 39,00"
366,B00669,"Кабель USB2.0 AM to micro USB2.0 M 1.0 метри, білий",https://buygadget.com.ua/kabel-usb20-am-to-micro-usb20-m-18m/?sku=1076,Есть," 44,00"
367,B00823,Адаптер Mini DisplayPort M to HDMI / VGA / DVI F 24+5 чорний,https://buygadget.com.ua/adapter-mini-displayport-m-to-hdmi--vga--dvi-f-241/?sku=1267,Есть," 350,00"
368,B00017,Адаптер USB2.0 to COM (RS232) Prolific PL2303+Max211,https://buygadget.com.ua/adapter-usb20-to-com-rs232-15m/?sku=394,Есть," 394,00"
369,B00966,"Подовжувач Ewell USB 3.0 AM - AF, 26 AWG, синій 0.5 метрів, EW432",https://buygadget.com.ua/udlinitel-usb30-amaf/?sku=1652,Есть," 130,00"
370,B00731,"Кабель синхронізації Ewell USB2.0 - Type-C M/M 2.4А 0.2 метри, чорний",https://buygadget.com.ua/kabel-usb20-to-usb31-amcm-oyem/?sku=1614,Есть," 95,00"
371,TF-3239D,"Контролер TP-LINK PCI to LAN 10/100Mb/s, RTL8139D Low Profile Bracket,",https://buygadget.com.ua/adapter-pci-to-lan-10100-rtl8139d-rtl/?sku=1628,Есть," 325,00"
372,B00883,"Magnetic коннектор 2.1A iPhone 7 Plus, 6s, 6, 5, 7, 8, Х ",https://buygadget.com.ua/magnetic-konnektor-21a/?sku=1418,Есть," 112,00"
